stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8.32,0,0,0,0,0,0,0,17.07,8.33
12hpf,19.86,13.2,0,0,3.95,3.66,0,24.5,34.47,17.13
14hpf,0,0,4.38,0,7.5,2.49,0,13.61,12.24,5.18
16hpf,3.28,0,0,0,13.25,3.81,1.74,5.74,10.13,5.28
19hpf,12.22,0,0,0,1.9,0,0,0,1.53,2.25
24hpf,29.58,0,0,0,6.44,2.75,0.88,0,2.94,7.05
2dpf,203.47,0.81,10.97,24.7,56.48,149.49,20.12,2.46,44.27,51.21
3dpf,710.56,7.53,10.22,15.3,22.9,306.2,16.05,0,18.84,21.95
5dpf,116.17,8.52,34.11,32.3,20.68,370.36,38.62,7.58,47.1,133.55
10dpf,1134.62,19.81,33.65,36.05,27.96,342.33,22.09,0.57,41.42,41.42
