stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
3dpf,6.96,0,0,0.56,0,0
5dpf,3.03,0.58,0,2.43,0,0.37
10dpf,69.75,0.7,0.82,0.75,4.39,0.63
