stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,3.13,0,0.95,1.27,4.35,0.69,0.94,3.48,1.13
3dpf,98.22,0,0,0,1.14,0,0,0.42,0.47
5dpf,1.35,0,0,0,1.47,0,0.6,0.32,1.35
10dpf,52.11,1.23,0,0,1.74,0,0,0,0
