stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.72,0,1.29,0,3.53,19.09,1.76
3dpf,2.55,2.23,0,0,0,1.57,0.36
5dpf,1.28,1.9,1.36,0.66,0,3.48,1.24
10dpf,0.85,15.21,9.07,0.86,0,0.98,0.99
