stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.51,1.81,5.62
3dpf,2.92,0.47,2.11,0.34,0
5dpf,1.8,0,4.38,3.54,0.4
10dpf,0,0,4.23,2.05,0
