stage,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,2.98,0,1.83
3dpf,2.06,0,0.52,0
5dpf,3.11,0.94,0.54,1.43
10dpf,1.84,0,0,0.64
