stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,0,0.72,0
3dpf,0.87,0,0,0,0
5dpf,0,0.71,0.37,0,1.28
10dpf,0.83,0,0.39,0,0
