stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,1.64,0,0,0,1.91,2.83
3dpf,0.33,2.34,0,0.66,0,0
5dpf,1.25,13.73,0,8.15,0.38,2.45
10dpf,4.06,38.79,0.57,4.05,0,0.75
