stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.67,0,20.07,0,0,0,1.56,0.65
3dpf,0.77,0.51,0.35,0,0,0,0,0
5dpf,0.3,0,12.28,0.43,0,0.37,0,0
10dpf,1.72,0,8.53,0,2.89,0,0,0
