stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,26.6,0,0,0,0,0,0,0,12.71,208.08
12hpf,4.55,0,0,0,0,0,0,0,7.76,38.61
14hpf,10.31,0,0,0,5.29,0,0,10.09,42.84,63.79
16hpf,32.95,0,0,0,21.74,9.68,1.74,4.13,44.9,44.85
19hpf,163.9,1.5,0,0,53.99,7.89,8.23,10.89,25.2,70.04
24hpf,62.82,0,0,7.05,109.45,52.66,1.33,0.9,40.11,31.18
2dpf,934.14,3.96,7.55,60.74,544.23,1823.11,39.44,73.41,264.48,331.96
3dpf,749.25,17.91,2.11,39.27,105.46,1850.7,3.31,4.26,47.38,59.98
5dpf,460.27,45.88,22.98,97.28,99.4,2014.39,20.04,106.36,169.28,244
10dpf,530.52,76.63,5.24,51.67,45.95,838.15,8.15,5.98,41.24,16.67
