stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,1.9,1.09,0.73,8.52
3dpf,0.47,0,0,0,0,0,0.33
5dpf,0.63,1.91,0.38,2.19,0.37,0,11.17
10dpf,1.75,2.04,0,0.77,0,0,0
