stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.87,0,0.52,0,0.64
3dpf,5.59,0.41,0.34,1.18,0
5dpf,2.47,0,1.05,4.81,0.47
