stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.57,1.38,1.22,0.82,0
3dpf,0.81,0,0,0,0,0,0.55
5dpf,1.33,2.53,1,0,4.69,0,1.67
10dpf,1.1,6.7,0,1.03,0.4,0,1.71
