stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,0,6.74
19hpf,0,0,0,0,0,0,2.03
24hpf,1.46,0,0,0,0,0,1.5
2dpf,94.01,2.69,5.65,1.37,0.52,2.7,11.16
3dpf,7.35,0,2.81,0.68,0,0,1.33
5dpf,64.41,0,1.6,0,0,0,0.76
10dpf,15.1,0,0.72,0,0,0,0
