stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
10hpf,9.54,0,0,0,0,0
24hpf,1.73,0,0,0,0,0
2dpf,49.6,0,0,1.6,0.82,1.17
3dpf,9.1,1.06,0,2.35,0,0.66
5dpf,15.53,1.92,0.75,0,0,1.46
10dpf,4.47,1.38,0,1.43,0,0
