stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.6,3.06,1.68,1.49,1.4,0.71
3dpf,0.82,0,0,4.55,0.41,0.46
5dpf,0.64,0,0,3.67,0,0.95
10dpf,0.6,0.45,0,5.35,0.43,0.64
