stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0.74,0,0.5,0,0.62
3dpf,0.54,0,0,3.06,0.44
10dpf,0,0.4,0,0,0
