stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,16.16,0,8.62,0,0,0,0,29.61,81.27,50.35
12hpf,52.36,0,22.94,0,2.07,0,0,69.51,39.22,19.92
14hpf,5.16,0,10.3,0,0,0,0,13.24,24.27,72.28
16hpf,246.43,20.69,65.12,4.43,35.83,30.75,1.8,115.15,81.56,99.51
19hpf,73.64,1.93,184.83,1.82,10.47,1.56,0,16.11,4.19,74.99
24hpf,152.66,3.72,829.17,11.22,27.57,17.54,50.13,4.02,46.8,108.4
2dpf,426.61,30.39,432.7,100.08,125.52,280.77,267,3.58,91.61,243.39
3dpf,943.32,141.03,87.81,49.3,28.37,253.6,9.19,0.53,19.72,82.56
5dpf,286.96,133.22,753.05,116.62,45.6,523.1,73.19,16.85,76.85,655.65
10dpf,3088.89,149.54,453.47,117.42,36.15,304.59,48.86,1.3,58.9,110.37
