stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0,0,0,0.65,1.58,0
3dpf,0.67,0,0,0.43,0.65,0,0
10dpf,3.41,0.83,0.58,0,1.98,0,0.38
