stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme
24hpf,0,0.83,0,0
2dpf,0,0,0.59,0.84
3dpf,0.39,0,0,0.91
5dpf,0,0,0,0.41
