stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,1.75,6.8,0
3dpf,3.8,0,0,18.46,0
5dpf,0.38,0.93,0,24.63,4
10dpf,3.51,0,0,7.1,0.48
