stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,2.81
3dpf,5.02,0,0.58,0,0
5dpf,6.05,0.32,0.63,0.84,1.65
10dpf,7.95,0,0,0,0
