stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,0,2.81,0,0,0,0,0,0,0
16hpf,0,1.77,0,0,0,0,0,0,0
24hpf,0,0.82,0,0,1.34,0,0,0,0
2dpf,6.61,2.91,0,4.1,3.98,1.35,1.41,1.89,0
3dpf,2.53,5.33,0,2.34,2.86,2.01,0,0,0.48
5dpf,1.55,11.82,0,10.34,0,8.31,0,1.34,5.07
10dpf,3.26,34.92,1.55,8.06,0,4.83,0,0,1.43
