stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
12hpf,0,0,0,0,1.84
2dpf,0,0,1.64,0.69,0.57
3dpf,1.4,0,0.66,0,1.29
5dpf,0,0.46,0,0,3.17
10dpf,1.8,0,3.53,0,0
