stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.91,0,0,0,0.58,0,0,8.59
3dpf,6.94,0,0,0.5,0.41,0,0,0
5dpf,23.06,0,0,0.49,1.17,0.3,0,1.99
10dpf,83.18,1.34,0.46,2.01,1.57,0,0.49,0
