stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,2.13,0,3.11,0,0,0,0,0,0
3dpf,2.5,13.42,0,0.91,3.12,0,0,0,0
5dpf,0.63,3.69,0.37,0,3.52,0,0.53,3.14,0.52
10dpf,4.58,16.98,0,0,3.96,1.22,0,1.8,0
