stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,9.85,0,0,0,0,0,0,9.03
12hpf,3.79,1.82,0,1.89,0,0,0,7.11,0,2.08
14hpf,0,0,0,4.98,0,0,0,7.07,2.55,0
16hpf,9.62,1.68,0,0,0,1.68,0,8.22,3.55,7.12
19hpf,4.72,0,0,0,4.74,0,2.13,1.82,0,0
24hpf,0.93,0,0,0,3.53,0.85,79.11,0.92,0.87,5.89
2dpf,94.08,1.96,12.35,10.06,39.88,116.2,138.69,16.12,39.86,57.23
3dpf,60.53,4.23,1.87,6.12,5.69,60.49,2.06,0,5.15,9.71
5dpf,51.09,7.07,13.52,27,5.99,107.34,43.21,17.31,18.62,111.67
10dpf,123.75,16.99,19.81,34.09,15.85,143.22,35.58,0.77,20.98,53.34
