stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.61,0,0,0,0,0,0,0
3dpf,103.84,0,0.75,0,1.85,0,0,0.87
5dpf,8.54,0,0.35,1.79,3.68,1.78,1.85,5.74
10dpf,73.98,1.27,1.04,0,1.86,0,0,0
