stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,3.31,0,0,0.78,0,1.5,2.4
3dpf,1.07,5.93,0,0,0.75,0,0.44
5dpf,0,1.34,0.51,0,1.37,0,4.06
10dpf,1.18,4.88,0,0,1.22,0.41,0.92
