stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,1.12,0
2dpf,0,0,0.56,0,0.75
3dpf,0.55,0.42,0,0,0
5dpf,0.37,0.36,0.75,0.66,0
10dpf,0,0,3.27,2.61,0
