stage,central_nervous_system,hematopoietic_system,mesenchyme
24hpf,0,25.5,0
2dpf,1.97,26.99,0
3dpf,0.65,11.37,0.32
5dpf,0,83.48,2.23
10dpf,0,43.9,0
