stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,731.47,52.58,0,0,614.97,93.74,0,80.34,328.72,989.8
12hpf,607.4,107.48,0,0,284.39,100.9,0,157.4,115.61,424.94
14hpf,1084.45,39.62,0,42.75,173.61,22.01,18.76,65.82,42.94,762.88
16hpf,1203.94,91.42,0,79.3,210.03,78.61,14.43,25.48,200.23,738.34
19hpf,3282.05,24.16,0,53.32,238.98,111.62,18.83,19.09,33.55,1349.46
24hpf,3373.37,45.26,16.47,56.89,418.49,177.33,43.77,11.99,262.55,577.25
2dpf,1016.55,17.75,13.8,49,266.3,457.4,66.11,52.72,167.79,263.53
3dpf,617.65,30.77,2.57,17.56,50.64,381.1,2.65,0,42.83,87.71
5dpf,179.72,31.93,8.41,68.29,28.01,321.4,25.05,70.15,76.9,262.28
10dpf,1588.7,71.25,3.84,42.13,20.05,217.07,20.87,0.64,33.62,78.07
