stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,1.87
3dpf,4.5,0.53,0.65,0.33,0
5dpf,0.5,0,0.9,0,1
10dpf,0,1.28,0,0,0
