stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.04,1.31,0.81,0,0.93
3dpf,0,0,2.93,0,0.33
5dpf,0,0,1.18,0,0
10dpf,15.94,0,0.64,1.73,0
