stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
14hpf,0,0,2.51,0,0,0
3dpf,7.99,0,0,0.55,4.39,0
5dpf,0.81,0,0,0,0.98,0.59
10dpf,12.07,0.4,0,0,2.71,0
