stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,37.27,0,10.64,0,9.65,0,0,0,50.95,0
12hpf,13.63,2.54,2.19,0,2.13,0,0,1.88,1.95,3.64
14hpf,13.58,0,0,0,6.21,0,0,0,2.3,13.09
16hpf,14.64,1.74,0,0,3.96,0,0,0,3.55,3.24
19hpf,26.28,0,0,0,1.53,0,0,0,0,5.07
24hpf,14.36,0,0,0.86,0.84,1.82,0,0,0.95,5.39
2dpf,120.15,0.55,14.77,8.86,35.7,60.44,6.9,3.48,17.42,29.56
3dpf,340.86,2.51,3.46,3.22,6.42,54.91,0.92,0,6.84,10.82
5dpf,73.4,3.07,18.66,17.8,5.49,131.45,10.31,6.77,21.72,63.94
10dpf,204.86,5.12,12.95,10.81,6.3,63.45,0.95,0,11.11,11.07
