stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0.87
2dpf,1.49,5.38,1.16,0,7.33
3dpf,19.33,0.52,2.28,0.6,0.41
5dpf,3.51,0.41,7.17,1.52,2.66
10dpf,6.57,1.29,1.83,0,0
