stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.5,0,0,0,0,0
3dpf,1.42,0.59,0.83,0,0,0
5dpf,0,0,0,0.67,0,0.44
10dpf,2.39,0,1.3,0.92,0.97,0
