stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.07,0,0,0,0,0,0
3dpf,0,0,0,0.92,0.66,0,0.53
5dpf,0.48,0,0.32,0.72,0,0.54,0
10dpf,1.78,1.06,0.4,0,0,0,0
