stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
24hpf,0.86,0,0,0,0
2dpf,12.34,0,1.29,0,1.32
3dpf,30.5,0.81,0,0.74,0
5dpf,1.03,0,0.48,1,0
10dpf,11.51,0,0,0,0
