stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,3.95,0,0,1.8,0,0,0
2dpf,1.58,0,0.87,1.63,0.64,0,0.62
3dpf,2.16,0,0,0.76,0,0,0
5dpf,0,0.37,0,0.7,0,0,0.31
10dpf,4.97,1.15,0.47,0.5,0,0.55,0.61
