stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,2.93,0,0,0,2.08,1.81,0,1.41,0.71
3dpf,6.49,0,0,0,2.47,0,0,0.56,0.31
5dpf,2.67,0.86,0.29,0.77,3.55,0,0.33,0.98,2.41
10dpf,0.7,0,0.39,0,2.83,0.46,0,0.56,0
