stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
24hpf,6.05,1.01,0,0,0,0,0
2dpf,46.95,0,12.34,0.69,0,0,1.64
3dpf,8.31,0,3.43,0,2.53,0,0
5dpf,10.87,0,1.84,0,0,4.16,0
10dpf,12.33,0,1.78,0,0.83,0,0
