stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,3.94,0,0,0
3dpf,0,0,0.6,0,0
5dpf,0.66,9.75,2.25,0,0.31
10dpf,1.2,11.57,0,0.81,0
