stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,2.88,0,0
3dpf,1.33,0,0,0.49,0.9,0,0
5dpf,1.21,0.95,59.79,0,3.49,0,0.84
10dpf,0,2.17,219.33,0,0.39,1.22,0.82
