stage,central_nervous_system,mesenchyme,neural_crest,periderm
24hpf,0.89,0,0,0
2dpf,3.3,3.97,0.72,0
3dpf,0.92,1.83,0,0
5dpf,1.79,1.95,0,0.63
10dpf,0,0.61,0,0.58
