stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,990.98,17.6,0,0,157.05,8.96,0,65.63,344.58,1024.75
12hpf,2819.82,117.91,2.44,148.15,764.01,126.49,6.09,220.99,1005.2,1723.67
14hpf,919.65,20.48,40.84,77.99,173.94,127.8,28.97,38.11,226.05,2269.46
16hpf,1630.15,117.01,156.11,182.43,545.58,251.86,55.75,101.23,698.27,2925.9
19hpf,2040.16,21.04,54.29,127.77,378.65,152.71,75.27,46.77,169.25,4294.6
24hpf,1867.44,57.94,411.48,262.12,702.43,266.29,150.59,19.19,494.15,1865.18
2dpf,1412.71,43.04,252.32,243.56,798.58,1190.28,260.21,28.24,462.25,1549.32
3dpf,1892.68,70.7,62.07,120,99.73,1040.04,42.8,0.8,78.9,446.6
5dpf,562.69,74.62,366.95,344.92,128.06,1262.29,133.33,40.1,211.42,1988.65
10dpf,1593.89,160.14,444.4,265.78,118.26,1471.56,98.32,1.62,151.46,614.77
