stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,5.53
5dpf,0,0.45,0.32,0.56,14.89
10dpf,0.41,0,0,0,3.34
