stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,6.24,0,2.9,1.15,1.21
3dpf,4.76,0,0,2.96,0
5dpf,0,0.51,0,2.12,0.29
10dpf,2.7,0,0,2,0
