stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0.51,0,3.08,1.34
3dpf,0,0,0,0.48,4.71,0
5dpf,0,1.05,0,0,1.56,0.73
10dpf,0.57,0,0.43,0,1.74,0.93
