stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.75,0.51,1.7,0.59,1.45,0.51
3dpf,2.02,0,0,0,0,0
5dpf,0.38,0,0,1.12,0,0.7
10dpf,1.64,0,0.72,0.59,0,0
