stage,central_nervous_system,mesenchyme,neural_crest,periderm
2dpf,2.1,0,0,4.06
3dpf,3.29,0,0,0.32
5dpf,0.36,0.44,0,0.3
10dpf,6.65,0,0.87,0.41
