stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,184.78
14hpf,0,0,0,0,0,0,212.57
16hpf,2,0,0,3.38,0,0,8.89
19hpf,3.16,0,1.53,0,0,0,95.85
24hpf,1.75,0,0,0,0,0,1.83
2dpf,11.94,1.76,2.66,1.84,0,0.98,8.32
3dpf,245.72,0.8,0,5.36,0.84,0,2.15
5dpf,0.3,1.27,0,5.33,0,1.03,5.02
10dpf,20.24,0.44,0,3.12,0,0,2.17
