stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,2.83,0,0.98,2.6,0,1.01
3dpf,15.84,0,0,0,0,0
5dpf,0.6,0,1.12,3.76,0.57,0.72
10dpf,6.66,0.84,0.69,0,0,0
