stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,43.11,0,3.33,2.78,0.82,1.88,1.63
3dpf,7.96,0,1.38,2.43,0,0,0
5dpf,10.89,0,1.23,0.64,0,0.76,0
10dpf,4.55,0.44,1.27,0.4,0,0,0
