stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0.63,0,0,0,0,0
3dpf,1.09,0,0,0,0,0
5dpf,0.81,0,0,0,0,0
10dpf,15.9,0.67,1.06,4.55,0.7,0.44
