stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,2.92
2dpf,12.37,0,2.19,1.17,1.15,120.57
3dpf,5.47,0.43,1.06,0.74,0,17.66
5dpf,13.99,0,1.01,4.03,0.34,152.92
10dpf,13.49,1.02,2.81,1.38,0,18.62
