stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,6.04,0,0,1.63,8.45,1.47
3dpf,7,0,0.81,0,0,0.36
5dpf,0,0.9,0.45,0,0.57,0.46
10dpf,4.96,0,0,0,1.4,0.54
