stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
3dpf,1.66,0.35,0,3.17,0.43,0.31
5dpf,0,0,0.58,0,0,1.16
10dpf,0.45,0.95,0,0,0,0.52
