stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,2.55,0,0,0,0
2dpf,0,0,0,0,0,0.59,0
3dpf,0.43,0,0,0,0,0,0
5dpf,0,1.22,1.9,0,3.31,0,0.91
10dpf,0.4,12.72,0,0.9,0.53,0,0
