stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,4.99,0,0.48,3.08,1.84,2.2,2.37
3dpf,34.68,0,0,1.35,0,0,0
5dpf,0,0.29,0,1.24,1,0,0
10dpf,9.51,0,0.49,0,0,0,0
