stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.8,0,1.67,0,1.27,0,0.69,0
3dpf,3.02,0.64,0,0.31,3.89,0,0.29,0.42
5dpf,0.84,0,0,0,0.56,0.94,0.33,0.34
10dpf,3.83,0.45,0,0,1.87,0,0.68,0
