stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,4.97,0,25.24,0,1.15,0,0,0
5dpf,8.21,1.12,36.4,0,0,9.81,1.41,0.95
10dpf,0.85,0,41.99,0.51,3.06,11.44,0,0
