stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,6.03,0,0.75,4.39,0.51,1.57,0.64,0
3dpf,7.1,0,0,3.2,0,0,0.4,0.42
5dpf,0.98,0.36,0.63,3.17,1.49,0,0.88,1.47
10dpf,3.42,0,0,0.51,0.41,0,0,0.41
